Id,1stFlrSF,2ndFlrSF,3SsnPorch,Alley,BedroomAbvGr,BldgType,BsmtFinSF1,BsmtFinSF2,BsmtFullBath,BsmtHalfBath,BsmtUnfSF,CentralAir,Condition1,Condition2,Electrical,EnclosedPorch,Exterior1st,Exterior2nd,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GarageType,GarageYrBlt,GrLivArea,HalfBath,Heating,HouseStyle,KitchenAbvGr,LandContour,LandSlope,LotArea,LotConfig,LotFrontage,LotShape,LowQualFinSF,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscFeature,MiscVal,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,RoofMatl,RoofStyle,SaleCondition,SaleType,ScreenPorch,Street,TotRmsAbvGrd,TotalBsmtSF,Utilities,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold,BasementFinishedPercent,BsmtCondNum,BsmtExposureNum,BsmtFinType1Num,BsmtFinType2Num,BsmtQualNum,BuildingAge,ExterCondNum,ExterQualNum,FenceNum,FireplaceQuNum,GarageAge,GarageCondNum,GarageFinishNum,GarageQualNum,HeatingQCNum,KitchenQualNum,OverallQualOverallCond,OverallQualTotalAreaSFMultiplied,PoolQCNum,QualSquared,RemodelledAge,RoomSize,SumAge,TotalAreaSF,BeforeCrisis,Floors,TotalAreaSFBinned,Year,NeighborhoodOverallQualMean,NeighborhoodTotalAreaSFMean
1293,832,832,0,No,4,1Fam,194.0,0.0,0.0,0.0,638.0,Y,Norm,Norm,SBrkr,0,HdBoard,HdBoard,1,PConc,2,Typ,528.0,2.0,Attchd,1976.0,1664,1,GasA,2Story,1,Lvl,Gtl,10140,Inside,78.0,Reg,0,60,RL,0.0,None,No,0,3,NWAmes,28,5,7,Y,0,CompShg,Gable,Normal,WD,259,Pave,8,832.0,AllPub,0,1976,1976,2006,0.23317307692307693,3,0,6,1,4,30,3,3,2,3,30.0,3,2,3,3,3,12,17472.0,4,49,30,1672,60,2496.0,1.0,1.0,5.0,0.0,6.343511450381679,2864.4045801526718
1294,864,0,0,No,2,1Fam,167.0,0.0,1.0,0.0,697.0,Y,Norm,Norm,SBrkr,0,WdShing,Plywood,0,CBlock,1,Typ,572.0,2.0,Detchd,1957.0,864,0,GasA,1Story,1,Lvl,Gtl,8172,Inside,60.0,Reg,0,20,RL,0.0,None,No,0,4,Edwards,0,7,5,N,0,CompShg,Hip,Normal,WD,0,Pave,5,864.0,AllPub,0,1955,1990,2006,0.19328703703703703,3,0,3,1,3,51,3,3,0,0,49.0,3,1,3,3,3,12,8640.0,4,25,16,869,67,1728.0,1.0,0.0,3.0,0.0,5.051546391752577,2223.159793814433
1295,1052,0,0,No,3,1Fam,1016.0,0.0,1.0,0.0,36.0,Y,Feedr,Norm,SBrkr,0,HdBoard,HdBoard,0,CBlock,1,Typ,288.0,1.0,Attchd,1968.0,1052,1,GasA,1Story,1,Lvl,Gtl,8400,Inside,70.0,Reg,0,20,RL,168.0,BrkFace,No,0,11,NAmes,0,5,5,Y,0,CompShg,Hip,Normal,WD,0,Pave,5,1052.0,AllPub,356,1968,1968,2006,0.9657794676806084,3,2,4,1,3,38,3,3,2,0,38.0,3,2,3,4,3,10,10520.0,4,25,38,1057,76,2104.0,1.0,0.0,4.0,0.0,5.334085778781039,2323.331828442438
1296,1128,0,0,No,3,1Fam,776.0,0.0,1.0,0.0,344.0,Y,Norm,Norm,SBrkr,123,MetalSd,MetalSd,0,CBlock,2,Typ,525.0,2.0,Attchd,1963.0,1128,0,GasA,1Story,1,Lvl,Gtl,8700,Inside,80.0,Reg,0,20,RL,148.0,BrkFace,No,0,12,NAmes,20,6,5,Y,0,CompShg,Hip,Normal,WD,0,Pave,6,1120.0,AllPub,192,1963,1963,2008,0.6928571428571428,3,1,5,1,3,45,4,3,3,0,45.0,3,2,3,4,3,11,11240.0,4,25,45,1134,90,2248.0,1.0,0.0,5.0,2.0,5.334085778781039,2323.331828442438
1297,1072,0,0,No,2,TwnhsE,547.0,0.0,1.0,0.0,0.0,Y,Norm,Norm,SBrkr,0,VinylSd,VinylSd,0,PConc,2,Typ,525.0,2.0,Basment,2005.0,1072,0,GasA,SFoyer,1,Lvl,Gtl,3675,Inside,35.0,Reg,0,180,RM,82.0,BrkFace,No,0,6,Edwards,44,5,6,Y,0,CompShg,Gable,Partial,New,0,Pave,5,547.0,AllPub,0,2005,2006,2006,1.0,3,3,6,1,4,1,3,3,0,0,1.0,3,3,3,4,3,11,9714.0,4,36,0,1077,1,1619.0,1.0,1.0,3.0,0.0,5.051546391752577,2223.159793814433
1298,4692,950,0,No,3,1Fam,5644.0,0.0,2.0,0.0,466.0,Y,Feedr,Norm,SBrkr,0,Stucco,Stucco,3,PConc,2,Typ,1418.0,2.0,Attchd,2008.0,5642,1,GasA,2Story,1,Bnk,Gtl,63887,Corner,313.0,IR3,0,60,RL,796.0,Stone,No,0,1,Edwards,292,5,10,Y,480,ClyTile,Hip,Partial,New,0,Pave,12,6110.0,AllPub,214,2008,2008,2008,0.9237315875613747,3,3,6,1,5,0,3,5,0,4,0.0,3,3,3,5,5,15,117520.0,4,100,0,5654,0,11752.0,1.0,1.0,17.0,2.0,5.051546391752577,2223.159793814433
1299,1246,0,0,No,3,1Fam,340.0,906.0,1.0,0.0,0.0,Y,Norm,Norm,SBrkr,0,BrkFace,BrkFace,0,CBlock,1,Typ,305.0,1.0,Attchd,1959.0,1246,1,GasA,1Story,1,Lvl,Gtl,7500,Inside,75.0,Reg,0,20,RL,0.0,None,No,0,5,NAmes,0,7,5,Y,0,CompShg,Hip,Normal,WD,0,Pave,6,1246.0,AllPub,218,1959,1994,2010,1.0,3,0,2,3,3,51,3,3,4,0,51.0,3,2,3,5,4,12,12460.0,4,25,16,1252,67,2492.0,0.0,0.0,5.0,4.0,5.334085778781039,2323.331828442438
1300,1005,978,0,No,3,1Fam,694.0,0.0,0.0,0.0,284.0,Y,Norm,Norm,SBrkr,0,VinylSd,VinylSd,1,PConc,2,Typ,490.0,2.0,Attchd,1999.0,1983,1,GasA,2Story,1,Lvl,Gtl,10762,CulDSac,69.30579531442663,IR1,0,60,RL,344.0,None,No,0,5,Gilbert,0,5,7,Y,0,CompShg,Gable,Normal,WD,0,Pave,9,978.0,AllPub,0,1999,1999,2009,0.7096114519427403,3,0,6,1,4,10,3,4,0,3,10.0,3,3,3,5,4,12,20727.0,4,49,10,1992,20,2961.0,1.0,1.0,6.0,3.0,6.515151515151516,2496.2
1301,753,741,0,No,3,1Fam,547.0,0.0,0.0,0.0,224.0,Y,Norm,Norm,SBrkr,0,Wd Sdng,Wd Sdng,2,CBlock,1,Typ,213.0,1.0,Attchd,1942.0,1494,0,GasA,2Story,1,Bnk,Gtl,7500,Inside,69.30579531442663,IR1,0,70,RL,0.0,None,No,0,11,Crawfor,0,7,6,P,0,CompShg,Gable,Normal,WD,224,Pave,7,771.0,AllPub,0,1942,1950,2009,0.7094682230869002,3,0,4,1,3,67,3,3,0,4,67.0,3,1,3,2,4,13,13590.0,4,36,59,1501,126,2265.0,1.0,1.0,5.0,3.0,6.271844660194175,2759.9514563106795
1302,1203,1323,0,No,4,1Fam,740.0,0.0,1.0,0.0,425.0,Y,Norm,Norm,SBrkr,0,VinylSd,VinylSd,1,PConc,2,Typ,844.0,3.0,Attchd,1994.0,2526,1,GasA,2Story,1,Lvl,Gtl,10120,Inside,92.0,Reg,0,60,RL,391.0,BrkFace,No,0,12,NoRidge,78,5,8,Y,0,CompShg,Hip,Normal,WD,0,Pave,8,1165.0,AllPub,309,1994,1994,2006,0.6351931330472103,3,0,6,1,4,12,3,4,0,3,12.0,3,2,3,5,4,13,29528.0,4,64,12,2534,24,3691.0,1.0,1.0,8.0,0.0,7.929577464788732,3914.8591549295775
1303,1616,0,0,No,3,1Fam,0.0,0.0,0.0,0.0,1616.0,Y,Norm,Norm,SBrkr,0,VinylSd,VinylSd,0,PConc,2,Typ,834.0,3.0,Attchd,2005.0,1616,0,GasA,1Story,1,Lvl,Gtl,8688,Inside,73.0,Reg,0,20,RL,228.0,BrkFace,No,0,4,Somerst,59,5,7,Y,0,CompShg,Gable,Normal,WD,0,Pave,7,1616.0,AllPub,208,2005,2005,2006,0.0,3,2,1,1,4,1,3,4,0,0,1.0,3,2,3,5,4,12,22624.0,4,49,1,1623,2,3232.0,1.0,0.0,7.0,0.0,7.4010989010989015,2785.730769230769
1304,976,732,0,No,3,TwnhsE,0.0,0.0,0.0,0.0,976.0,Y,Norm,Norm,SBrkr,0,VinylSd,VinylSd,0,PConc,2,Maj1,380.0,2.0,Detchd,2004.0,1708,0,GasA,2Story,1,Lvl,Gtl,3363,Inside,32.0,Reg,0,160,RM,117.0,Stone,No,0,4,Edwards,40,5,7,Y,0,CompShg,Gable,Normal,WD,0,Pave,7,976.0,AllPub,0,2004,2004,2006,0.0,3,0,1,1,4,2,3,4,0,0,2.0,3,1,3,5,4,12,18788.0,4,49,2,1715,4,2684.0,1.0,1.0,6.0,0.0,5.051546391752577,2223.159793814433
1305,1652,0,0,No,2,1Fam,1572.0,0.0,1.0,0.0,80.0,Y,Norm,Norm,SBrkr,0,VinylSd,VinylSd,2,PConc,2,Typ,840.0,2.0,Attchd,2006.0,1652,0,GasA,1Story,1,Lvl,Gtl,13173,Corner,108.0,IR1,0,20,RL,300.0,Stone,No,0,11,NridgHt,102,5,9,Y,0,CompShg,Hip,Normal,WD,0,Pave,6,1652.0,AllPub,404,2006,2007,2009,0.9515738498789347,3,0,6,1,5,3,3,4,0,5,3.0,3,3,3,5,5,14,29736.0,4,81,2,1658,5,3304.0,1.0,0.0,7.0,3.0,8.27710843373494,3564.2831325301204
1306,1368,0,0,No,2,TwnhsE,0.0,0.0,0.0,0.0,1368.0,Y,Norm,Norm,SBrkr,0,VinylSd,VinylSd,1,PConc,2,Typ,474.0,2.0,Attchd,2005.0,1368,0,GasA,1Story,1,Lvl,Gtl,6955,Inside,48.0,IR1,0,120,RL,94.0,Stone,No,0,9,NridgHt,35,5,7,Y,0,CompShg,Gable,Partial,New,0,Pave,6,1368.0,AllPub,132,2005,2006,2006,0.0,3,0,1,1,4,1,3,4,0,4,1.0,3,2,3,5,4,12,19152.0,4,49,0,1374,1,2736.0,1.0,0.0,6.0,0.0,8.27710843373494,3564.2831325301204
1307,990,0,0,No,3,1Fam,746.0,0.0,1.0,0.0,244.0,Y,Norm,Norm,SBrkr,0,VinylSd,VinylSd,0,PConc,1,Typ,480.0,2.0,Detchd,2000.0,990,0,GasA,1Story,1,Lvl,Gtl,8072,Inside,60.0,Reg,0,20,RL,0.0,None,No,0,5,CollgCr,64,5,5,Y,0,CompShg,Gable,Normal,WD,0,Pave,5,990.0,AllPub,0,1994,1995,2009,0.7535353535353535,4,0,5,1,4,15,4,3,0,0,9.0,3,1,3,5,3,10,9900.0,4,25,14,995,29,1980.0,1.0,0.0,4.0,3.0,6.677902621722846,2654.1685393258426
1308,1122,0,0,No,2,1Fam,144.0,608.0,1.0,0.0,172.0,Y,Norm,Norm,SBrkr,0,MetalSd,MetalSd,0,CBlock,1,Typ,528.0,2.0,Attchd,1948.0,1122,0,GasA,1Story,1,Lvl,Gtl,12000,Inside,100.0,Reg,0,20,RM,0.0,None,No,0,5,OldTown,36,7,5,Y,0,CompShg,Gable,Normal,WD,0,Pave,6,924.0,AllPub,0,1948,2005,2008,0.8138528138528138,3,0,6,5,3,60,3,3,2,0,60.0,3,1,3,5,4,12,10230.0,4,25,3,1128,63,2046.0,1.0,0.0,4.0,2.0,5.205020920502092,2229.648535564854
1309,1294,0,0,No,3,1Fam,1200.0,0.0,1.0,0.0,78.0,Y,Norm,Norm,SBrkr,0,HdBoard,HdBoard,0,CBlock,2,Typ,496.0,2.0,Attchd,1991.0,1294,0,GasA,1Story,1,Lvl,Gtl,7153,Inside,69.30579531442663,Reg,0,20,RL,88.0,BrkFace,No,0,6,SawyerW,51,5,6,Y,0,CompShg,Gable,Normal,WD,0,Pave,6,1278.0,AllPub,112,1991,1991,2008,0.9389671361502347,3,0,6,1,4,17,3,3,2,0,17.0,3,2,3,4,4,11,15432.0,4,36,17,1300,34,2572.0,1.0,0.0,5.0,2.0,6.336,2589.048
1310,1902,0,0,No,3,1Fam,1406.0,0.0,1.0,0.0,496.0,Y,PosA,Norm,SBrkr,162,BrkFace,HdBoard,2,PConc,2,Typ,567.0,2.0,Attchd,1959.0,1902,0,GasA,1Story,1,Lvl,Gtl,17500,Inside,100.0,Reg,0,20,RL,0.0,None,No,0,5,Crawfor,207,8,7,Y,0,CompShg,Gable,Normal,WD,0,Pave,7,1902.0,AllPub,0,1959,2002,2010,0.7392218717139852,3,2,6,1,4,51,4,4,0,3,51.0,3,3,3,3,5,15,26628.0,4,49,8,1909,59,3804.0,0.0,0.0,9.0,4.0,6.271844660194175,2759.9514563106795
1311,1274,0,0,No,3,1Fam,925.0,0.0,1.0,0.0,349.0,Y,Norm,Norm,SBrkr,0,VinylSd,VinylSd,0,PConc,2,Typ,508.0,2.0,Attchd,2005.0,1274,0,GasA,1Story,1,Lvl,Gtl,8814,Inside,68.0,Reg,0,20,RL,80.0,BrkFace,No,0,1,CollgCr,98,5,7,Y,0,CompShg,Gable,Partial,New,0,Pave,6,1274.0,AllPub,264,2005,2007,2007,0.7260596546310832,3,0,6,1,4,2,3,4,0,0,2.0,3,2,3,5,4,12,17836.0,4,49,0,1280,2,2548.0,1.0,0.0,5.0,1.0,6.677902621722846,2654.1685393258426
1312,1453,1357,0,No,4,1Fam,482.0,0.0,0.0,0.0,971.0,Y,Norm,Norm,SBrkr,0,Wd Sdng,Wd Sdng,1,PConc,2,Typ,750.0,2.0,Attchd,1990.0,2810,1,GasA,2Story,1,Lvl,Gtl,9572,Inside,69.30579531442663,IR1,0,60,RL,336.0,BrkFace,No,0,6,NoRidge,0,5,8,Y,0,CompShg,Gable,Normal,WD,0,Pave,9,1453.0,AllPub,500,1990,1990,2007,0.33172746042670337,3,0,6,1,5,17,3,4,0,5,17.0,4,2,4,5,4,13,34104.0,4,64,17,2819,34,4263.0,1.0,1.0,10.0,1.0,7.929577464788732,3914.8591549295775
1313,1422,1177,0,No,4,1Fam,0.0,0.0,0.0,0.0,1393.0,Y,Norm,Norm,SBrkr,0,VinylSd,VinylSd,1,PConc,2,Typ,779.0,3.0,BuiltIn,1999.0,2599,1,GasA,2Story,1,Lvl,Gtl,14774,Corner,108.0,IR1,0,60,RL,165.0,BrkFace,No,0,5,NoRidge,30,5,9,Y,0,CompShg,Gable,Normal,WD,0,Pave,10,1393.0,AllPub,668,1999,1999,2010,0.0,3,0,1,1,4,11,3,4,0,3,11.0,3,3,3,5,4,14,35928.0,4,81,11,2609,22,3992.0,0.0,1.0,9.0,4.0,7.929577464788732,3914.8591549295775
1314,948,0,0,No,3,1Fam,732.0,0.0,1.0,0.0,216.0,Y,Norm,Norm,SBrkr,0,Wd Sdng,Wd Sdng,1,CBlock,1,Typ,280.0,1.0,Detchd,1956.0,948,0,GasA,1Story,1,Lvl,Gtl,8190,Inside,60.0,Reg,0,20,RL,0.0,None,No,0,10,Edwards,36,6,4,Y,0,CompShg,Hip,Normal,WD,0,Pave,5,948.0,AllPub,0,1954,1954,2007,0.7721518987341772,3,0,3,1,3,53,3,3,0,3,51.0,3,1,3,5,3,10,7584.0,4,16,53,953,106,1896.0,1.0,0.0,4.0,1.0,5.051546391752577,2223.159793814433
1315,1092,1020,0,No,4,1Fam,500.0,276.0,0.0,0.0,176.0,Y,Norm,Norm,SBrkr,0,HdBoard,HdBoard,2,CBlock,2,Typ,576.0,2.0,Attchd,1969.0,2112,1,GasA,2Story,1,Lvl,Gtl,11075,Inside,85.0,Reg,0,60,RL,0.0,None,No,0,6,NAmes,0,5,6,Y,0,CompShg,Gable,Normal,WD,0,Pave,9,952.0,AllPub,280,1969,1969,2008,0.8151260504201681,3,1,5,2,2,39,3,3,0,4,39.0,3,1,3,3,3,11,18384.0,4,36,39,2121,78,3064.0,1.0,1.0,7.0,2.0,5.334085778781039,2323.331828442438
1316,1630,0,0,No,3,1Fam,0.0,0.0,1.0,0.0,1622.0,Y,Norm,Norm,SBrkr,0,VinylSd,VinylSd,1,PConc,2,Typ,860.0,3.0,Attchd,2008.0,1630,0,GasA,1Story,1,Lvl,Gtl,10226,Inside,61.0,IR1,0,20,RL,270.0,Stone,No,0,1,CollgCr,42,5,8,Y,0,CompShg,Gable,Normal,WD,0,Pave,8,1622.0,AllPub,172,2008,2008,2009,0.0,3,3,1,1,5,1,3,4,0,4,1.0,3,2,3,5,5,13,26016.0,4,64,1,1638,2,3252.0,1.0,0.0,7.0,3.0,6.677902621722846,2654.1685393258426
1317,1352,0,0,Pave,2,TwnhsE,0.0,0.0,0.0,0.0,1352.0,Y,Norm,Norm,SBrkr,0,VinylSd,VinylSd,1,PConc,2,Typ,466.0,2.0,Attchd,2006.0,1352,0,GasA,1Story,1,Lvl,Gtl,4230,Corner,47.0,Reg,0,120,FV,0.0,None,No,0,4,Somerst,241,5,7,Y,0,CompShg,Gable,Partial,New,0,Pave,5,1352.0,AllPub,0,2006,2007,2007,0.0,4,0,1,1,5,1,3,4,0,4,1.0,3,2,3,5,4,12,18928.0,4,49,0,1357,1,2704.0,1.0,0.0,6.0,1.0,7.4010989010989015,2785.730769230769
1318,1787,0,0,No,3,1Fam,0.0,0.0,0.0,0.0,1753.0,Y,Norm,Norm,SBrkr,0,VinylSd,VinylSd,1,PConc,2,Typ,748.0,3.0,Attchd,2001.0,1787,0,GasA,1Story,1,Lvl,Gtl,14781,CulDSac,69.30579531442663,IR2,0,20,RL,178.0,BrkFace,No,0,8,CollgCr,150,5,8,Y,0,CompShg,Hip,Normal,WD,0,Pave,7,1753.0,AllPub,198,2001,2002,2006,0.0,3,3,1,1,4,5,3,4,0,3,5.0,3,2,3,5,4,13,28320.0,4,64,4,1794,9,3540.0,1.0,0.0,8.0,0.0,6.677902621722846,2654.1685393258426
1319,948,0,0,No,3,1Fam,492.0,0.0,0.0,0.0,372.0,Y,Norm,Norm,SBrkr,0,Wd Sdng,Wd Sdng,0,PConc,1,Typ,248.0,1.0,Attchd,1954.0,948,0,GasA,1Story,1,Bnk,Gtl,10215,Inside,75.0,Reg,0,20,RL,132.0,BrkFace,No,0,2,Edwards,0,5,4,Y,0,CompShg,Hip,Normal,WD,0,Pave,5,864.0,AllPub,0,1954,1954,2007,0.5694444444444444,3,0,5,1,3,53,3,3,0,0,53.0,3,1,3,5,3,9,7248.0,4,16,53,953,106,1812.0,1.0,0.0,3.0,1.0,5.051546391752577,2223.159793814433
1320,1478,0,0,No,3,1Fam,189.0,661.0,1.0,0.0,628.0,Y,Norm,Norm,SBrkr,0,BrkFace,BrkFace,2,CBlock,1,Typ,442.0,2.0,Attchd,1957.0,1478,1,GasA,1Story,1,Lvl,Gtl,8400,Inside,70.0,Reg,0,20,RL,0.0,None,No,0,6,NAmes,0,3,6,Y,0,CompShg,Hip,Normal,WD,216,Pave,6,1478.0,AllPub,114,1957,1957,2009,0.5751014884979703,3,0,5,3,3,52,3,3,0,4,52.0,3,2,3,4,3,9,17736.0,4,36,52,1484,104,2956.0,1.0,0.0,6.0,3.0,5.334085778781039,2323.331828442438
1321,720,0,0,No,2,1Fam,0.0,0.0,0.0,0.0,0.0,N,Feedr,Norm,SBrkr,0,VinylSd,VinylSd,0,CBlock,1,Typ,287.0,1.0,Detchd,1955.0,720,0,Floor,1Story,1,Lvl,Gtl,6627,Corner,69.30579531442663,IR1,0,20,RL,0.0,None,No,0,7,BrkSide,0,6,3,Y,0,CompShg,Hip,Normal,WD,0,Pave,4,0.0,AllPub,0,1949,1950,2008,0.0,0,0,0,0,0,59,3,3,0,0,53.0,2,1,3,3,3,9,2160.0,4,9,58,724,117,720.0,1.0,0.0,1.0,2.0,5.12037037037037,1991.7314814814815
1322,1061,862,0,No,3,1Fam,674.0,0.0,1.0,0.0,76.0,Y,Norm,Norm,SBrkr,0,HdBoard,HdBoard,1,PConc,2,Typ,564.0,2.0,Attchd,1992.0,1923,1,GasA,2Story,1,Lvl,Gtl,10186,Inside,107.0,IR1,0,60,RL,0.0,None,No,0,6,NoRidge,39,5,7,Y,0,CompShg,Gable,Normal,WD,0,Pave,8,750.0,AllPub,240,1992,1992,2010,0.8986666666666666,3,0,6,1,4,18,3,4,0,3,18.0,3,2,3,5,4,12,18711.0,4,49,18,1931,36,2673.0,0.0,1.0,6.0,4.0,7.929577464788732,3914.8591549295775
1323,708,0,0,No,2,1Fam,280.0,0.0,0.0,0.0,140.0,Y,Norm,Norm,SBrkr,0,VinylSd,VinylSd,0,CBlock,1,Typ,0.0,0.0,No,0.0,708,0,GasA,1Story,1,HLS,Gtl,5330,Inside,50.0,Reg,0,30,RL,0.0,None,No,0,12,BrkSide,0,7,4,Y,0,CompShg,Hip,Normal,WD,0,Pave,5,420.0,AllPub,164,1940,1950,2009,0.6666666666666666,3,0,2,1,3,69,3,2,0,0,0.0,0,0,0,4,2,11,4512.0,4,16,59,713,128,1128.0,1.0,0.0,2.0,3.0,5.12037037037037,1991.7314814814815
1324,1795,0,0,No,2,1Fam,0.0,0.0,0.0,0.0,1795.0,Y,Norm,Norm,SBrkr,0,VinylSd,VinylSd,1,PConc,2,Typ,895.0,3.0,Attchd,2007.0,1795,0,GasA,1Story,1,Lvl,Gtl,9986,Inside,75.0,Reg,0,20,RL,428.0,BrkFace,No,0,2,Somerst,49,5,8,Y,0,CompShg,Gable,Partial,New,0,Pave,7,1795.0,AllPub,0,2006,2007,2007,0.0,3,2,1,1,5,1,3,4,0,4,0.0,3,2,3,5,4,13,28720.0,4,64,0,1802,1,3590.0,1.0,0.0,8.0,1.0,7.4010989010989015,2785.730769230769
1325,796,0,0,No,2,1Fam,0.0,0.0,0.0,0.0,796.0,N,Norm,Norm,SBrkr,100,AsbShng,AsbShng,0,BrkTil,1,Typ,0.0,0.0,No,0.0,796,0,GasA,1Story,1,Lvl,Gtl,3636,Inside,40.0,Reg,0,30,RM,0.0,None,No,0,1,IDOTRR,0,4,4,N,0,CompShg,Gable,Normal,WD,0,Pave,5,796.0,AllPub,0,1922,1950,2008,0.0,2,0,1,1,3,86,3,3,3,0,0.0,0,0,0,2,3,8,6368.0,4,16,58,801,144,1592.0,1.0,0.0,3.0,2.0,4.731182795698925,1920.5698924731182
1326,774,0,0,No,3,1Fam,544.0,0.0,0.0,0.0,0.0,Y,Norm,Norm,SBrkr,286,MetalSd,MetalSd,0,BrkTil,1,Typ,0.0,0.0,No,0.0,774,0,GasA,1Story,1,Bnk,Mod,4270,Inside,70.0,Reg,0,30,RH,0.0,None,No,0,5,Edwards,0,6,3,Y,0,CompShg,Gable,Normal,WD,0,Pave,6,544.0,AllPub,0,1931,2006,2007,1.0,3,0,3,1,3,76,3,3,0,0,0.0,0,0,0,5,4,9,3954.0,4,9,1,780,77,1318.0,1.0,0.0,2.0,1.0,5.051546391752577,2223.159793814433
1327,816,0,0,No,3,1Fam,641.0,0.0,0.0,1.0,175.0,Y,Norm,Norm,SBrkr,0,VinylSd,VinylSd,1,CBlock,1,Typ,264.0,1.0,Attchd,1982.0,816,0,GasA,1Story,1,Lvl,Gtl,6600,Inside,60.0,Reg,0,20,RL,0.0,None,No,0,10,Mitchel,0,9,5,Y,0,CompShg,Gable,Normal,WD,0,Pave,5,816.0,AllPub,0,1982,2008,2008,0.7855392156862745,3,0,5,1,3,26,4,4,3,5,26.0,3,1,3,5,4,14,8160.0,4,25,0,821,26,1632.0,1.0,0.0,3.0,2.0,5.543859649122807,2407.1052631578946
1328,1584,1208,0,Grvl,5,1Fam,493.0,0.0,0.0,0.0,1017.0,Y,Norm,Norm,SBrkr,0,BrkFace,Wd Sdng,2,BrkTil,2,Mod,520.0,2.0,Detchd,1920.0,2792,0,GasW,1.5Fin,1,Lvl,Gtl,10440,Corner,60.0,Reg,0,50,RM,0.0,None,Shed,1150,6,OldTown,547,7,6,Y,0,CompShg,Gable,Normal,WD,480,Pave,8,1510.0,AllPub,0,1920,1950,2008,0.3264900662251656,3,0,2,1,4,88,4,4,3,3,88.0,3,1,2,5,3,13,25812.0,4,36,58,2800,146,4302.0,1.0,0.0,10.0,2.0,5.205020920502092,2229.648535564854
1329,955,677,0,No,3,1Fam,0.0,0.0,0.0,0.0,935.0,Y,Norm,Norm,SBrkr,0,VinylSd,VinylSd,1,PConc,2,Typ,462.0,2.0,Attchd,1998.0,1632,1,GasA,2Story,1,Lvl,Gtl,9084,Inside,63.0,IR1,0,60,RL,0.0,None,No,0,6,Gilbert,28,5,7,Y,0,CompShg,Hip,Normal,WD,0,Pave,8,935.0,AllPub,0,1998,1998,2006,0.0,3,0,1,1,4,8,3,3,0,3,8.0,3,3,3,4,3,12,17969.0,4,49,8,1640,16,2567.0,1.0,1.0,5.0,0.0,6.515151515151516,2496.2
1330,1588,0,0,No,3,1Fam,0.0,0.0,0.0,0.0,1588.0,Y,Norm,Norm,SBrkr,0,VinylSd,VinylSd,1,PConc,2,Typ,825.0,3.0,Attchd,2006.0,1588,0,GasA,1Story,1,Lvl,Gtl,10000,Inside,85.0,Reg,0,20,RL,410.0,Stone,No,0,12,Somerst,45,5,8,Y,0,CompShg,Hip,Normal,WD,0,Pave,7,1588.0,AllPub,144,2006,2006,2007,0.0,4,2,1,1,4,1,3,4,0,4,1.0,3,2,3,5,4,13,25408.0,4,64,1,1595,2,3176.0,1.0,0.0,7.0,1.0,7.4010989010989015,2785.730769230769
1331,954,0,0,No,3,1Fam,483.0,0.0,0.0,0.0,428.0,Y,Norm,Norm,SBrkr,0,MetalSd,MetalSd,0,CBlock,1,Typ,576.0,2.0,Detchd,1976.0,954,0,GasA,SLvl,1,Lvl,Gtl,10780,Inside,55.0,IR1,0,80,RL,0.0,None,No,0,7,CollgCr,0,5,5,Y,0,CompShg,Gable,Normal,WD,0,Pave,6,911.0,AllPub,0,1976,1976,2006,0.5301866081229418,3,2,5,1,3,30,3,3,0,0,30.0,3,1,3,4,3,10,9325.0,4,25,30,960,60,1865.0,1.0,1.0,4.0,0.0,6.677902621722846,2654.1685393258426
1332,816,0,0,No,2,1Fam,690.0,0.0,1.0,0.0,126.0,Y,Norm,Norm,SBrkr,0,MetalSd,MetalSd,1,CBlock,1,Typ,288.0,1.0,Detchd,1958.0,816,0,GasA,1Story,1,Lvl,Mod,8877,Inside,67.0,Reg,0,20,RL,0.0,None,No,0,5,Edwards,0,6,4,Y,0,CompShg,Gable,Normal,WD,0,Pave,3,816.0,AllPub,0,1938,1958,2009,0.8455882352941176,3,1,5,1,3,71,3,3,0,4,51.0,2,1,2,5,3,10,6528.0,4,16,51,819,122,1632.0,1.0,0.0,3.0,3.0,5.051546391752577,2223.159793814433
1333,803,557,0,No,2,1Fam,0.0,0.0,0.0,0.0,803.0,Y,Norm,Norm,SBrkr,190,Wd Sdng,Wd Sdng,0,CBlock,1,Typ,297.0,1.0,Detchd,1951.0,1360,1,GasA,1.5Fin,1,Lvl,Gtl,7200,Corner,60.0,Reg,0,50,RM,0.0,None,No,0,7,IDOTRR,65,6,5,Y,0,CompShg,Gable,Normal,WD,0,Pave,6,803.0,AllPub,0,1938,1995,2006,0.0,3,0,1,1,3,68,3,3,3,0,55.0,3,1,3,5,4,11,10815.0,4,25,11,1366,79,2163.0,1.0,0.0,4.0,0.0,4.731182795698925,1920.5698924731182
